歌名,歌手,語言,音圓代號,金嗓代號,弘音代號,集數,備註
我吧,,華語,602955,,,3011,
我命由我不由天,,台語,203234,,,1351,
我和我的貓都很 阿妹啊.單色淩 想你,,華語,602582,,,3004,
我喜歡你,,華語,602898,,,3010,
我回家了,,台語,202354,,,1320,
我在你身後,,華語,602646,,,3007,
我在回憶裡等你,,華語,603170,,,3016,
我在未來做出了 YangYang 救聲圈 改變,,華語,602788,,,3008,
我在秋風之中等你(花開花落花無悔),,華語,603053,,,3013,
我在等一場雨 中板靈魂樂 羊羊 ★,,華語,603049,,,3013,
我夢天堂,,華語,602535,,,3006,
我好想,張信哲 勃露斯,國語,4029,,,1125,
我好想見你,,華語,602388,,,3003,
我始終愛你,陳耀川,國語,3503,,,1013,
我寧願,林靈,國語,3517,,,1013,
我就是想哭,,客語,200806,,,1333,
我就是我,,華語,603502,,,3023,
我已成魔（新版） 抒情搖滾 楚小襄,,華語,603421,,,3019,
我已經看透了,,華語,603048,,,3013,
我希望,,華語,603001,,,3012,
我從草原來,,華語,200880,,,1345,
我心底的風,,華語,602384,,,3005,
我快撐不住了,,華語,603646,,,3025,
我怎麼樣 Hip-Hop 郭小萍,,華語,603185,,,3015,
我怕,,華語,200896,,,1353,
我想,,華語,602408,,,3003,
我想做回孩子,,華語,603936,,,3027,
我想去吹吹曠野的風 搖滾 ★ 徐劍秋,,華語,603077,,,3014,
我想吹著歸途的風,,華語,603924,,,3027,
我想我不夠好 梭 ★ 楊小壯,,華語,602418,,,3001,
我想我可以,鄭秀文,國語,3779,,,1106,
我想我想,,華語,602515,,,3006,
我想我是海,黃磊 勃露斯,國語,4643,,,1123,
我想我會一直孤單,,華語,603051,,,3013,
我想擺爛,,華語,602953,,,3011,
我想無,,台語,203116,,,1347,
我想要,,華語,602184,,,3003,
我想說愛你,,華語,603305,,,3021,
我想靜靜,,台語,202233,,,1316,
我愛你,江蕙 梭,台語,6855,,,1130,
我愛你何苦,黃乙玲,台語,6592,,,1016,
我愛夏天,脫拉庫,國語,3675,,,1018,
我愛的人不在身旁,,華語,602574,,,3006,
我懂了,,華語,602386,,,3005,
我把後會有期當 李英 真了,,華語,602732,,,3007,
我把愛都輸光,,華語,603096,,,3014,
我是一條小魚,,華語,603279,,,3020,
我是你的島,,華語,602735,,,3008,
我是你的第幾個男人 抒情搖滾 一隻舟,,華語,603151,,,3015,
我是你翻了一半的書,,華語,603243,,,3018,
我是妳的天,,台語,201219,,,1314,
我是宅女 梭 劉陽陽,,華語,603195,,,3015,
我是真的真的很愛妳,言承旭,國語,3823,,,1103,
我曾經愛過你,,華語,602589,,,3006,
我最親愛的,,華語,603246,,,3019,
我會在,,華語,603558,,,3020,
我會將你抱緊,,華語,603430,,,3021,
我會從泥沼往上爬,,華語,603644,,,3025,
我會替你忘掉,,華語,603645,,,3023,
我會珍惜你,,台語,203107,,,1347,
我會用一生時間,,台語,201022,,,1342,
我會等,,華語,603137,,,5311,
我樂意這樣活,,華語,602965,,,3011,
我欲尋她,,華語,602736,,,3008,
我歎,,華語,602986,,,3012,
我毋是歌手 倫巴 丁笠.丁偉 林展逸.楊咩咩,,客語,203102,,,1346,
我沒有,謝霆鋒 勃露斯,國語,3989,,,1117,
我沒有港灣避風,,華語,603050,,,3013,
我活著,信樂團 梭,國語,5672,,,1125,
我淋過雨,于冠華 勃露斯,國語,3591,,,1112,
我為妳心動,七郎,台語,6469,,,1014,
我現在結婚生子有了幸福生活,,華語,603839,,,3025,
我當你,,華語,602896,,,3010,
我的,丁文琪 勃露斯,國語,5908,,,1139,
我的人生我佮意 恰恰 王中平,,台語,203103,,,1347,
我的地盤 國 ●,,Unknown,50069,,,1139,
我的姑娘,,華語,602496,,,3004,
我的媽媽,,客語,202850,,,1336,
我的小寶氣,,台語,201050,,,1352,
我的小時候,,華語,603309,,,3021,
我的心下起了雪,,華語,603948,,,3027,
我的心丟在網路裡,,華語,602346,,,3004,
我的心內只有你,良一 探戈,台語,6849,,,1122,
我的愛,孫燕姿,國語,3774,,,1106,
我的愛,徐雯倩,國語,3514,,,1013,
我的愛,范瑋琪,國語,3763,,,1104,
我的愛已經被偷走 搖滾 （DJ版） ★ 王愛華,,華語,602297,,,3004,
我的愛為你留,,台語,203238,,,1353,
我的日子,七郎/邱芸子 勃露斯,台語,6452,,,1108,
我的最愛,張韶涵 勃露斯,國語,4030,,,1123,
我的月亮不浪漫,,華語,603642,,,3025,
我的淚為了誰,,華語,200811,,,1339,
我的神曲,,台語,202595,,,1329,
我的童年,,華語,201224,,,1353,
我的老婆不怕我,,台語,202783,,,1334,
我的道歉你的抱歉,,華語,200712,,,1323,
我的選擇猶原是你,陳中.邱芸子,台語,6383,,,1012,
我相信,張信哲,國語,3726,,,1103,
我看上的姑娘,,華語,602734,,,3008,
我知道你會走,高明駿 勃露斯,國語,3655,,,1112,
我知道我已經長大,庾澄慶,國語,3539,,,1017,
我終於失去了你,趙傳,國語,3775,,,1104,
我終於讀懂 抒情搖滾 擱淺的魚. 善宇,,華語,603951,,,3027,
我給你幸福,動力火車 梭,國語,5901,,,1114,
我習慣了一個人,,華語,602497,,,3003,
我胖又怎麼樣 中板靈魂樂 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2025/02,華語,602952,,,3011,
我自己說的算,,華語,603934,,,3027,
我袂走但是我要打拼,蔡義德,台語,6371,,,1012,
我要你快樂,,華語,602923,,,3011,
我要你的愛,黃小琥 吉力巴,國語,5951,,,1128,
我要有錢 Hip-Hop 淺影阿. 朝歌夜弦,,華語,603647,,,3025,
我要飛,,台語,203254,,,1352,
我要飛,F.I.R 洛克,國語,4047,,,1111,
我記得,,華語,602358,,,3005,
我該怎麼做,,華語,201043,,,1343,
我該怎麼辦,高子洋 特魯多,國語,3635,,,1111,
我跟你講我今天,,華語,603763,,,3027,
我還在這裡,,華語,602647,,,3007,
我還是,,華語,602399,,,3005,
我還是愛著他,,華語,200631,,,1316,
我還是會,,華語,602815,,,3009,
我都在想你,,台語,63476,,,3019,
我需要刺激,于珊珊 吉力巴,國語,5964,,,1138,
我願做一棵樹,,華語,603160,,,3015,
我願化作渺小的 夏婉安 塵埃,,華語,602599,,,3006,
戒,,華語,602563,,,3006,
戒不掉,庾澄慶,國語,4070,,,1103,
戒不掉你,,華語,602680,,,3007,
或許值得,,華語,602427,,,3005,
戲子,,華語,602976,,,3012,
戲棚下豎久咱的,張一仁 特魯多,台語,7340,,,1134,
所有美好奔你而來,,華語,602925,,,3011,
手中的畫筆 Hip-Hop ★ 阮妍霏,,華語,602889,,,3010,
手寫愛情,,華語,603065,,,3014,
手心的太陽,張韶涵,國語,3783,,,1104,
手機 LINE LINE LINE 梭 ◆ 蔡姍燕,,台語,202961,,,1339,
手機仔的情歌,,華語,202997,,,1345,
手牽手,,客語,202917,,,1339,
打拚歌,,客語,202672,,,1331,
打拼一定贏,,客語,23284,,,5101,
打拼會出頭天 搖滾 游家梧 ◆,,台語,203005,,,1341,
打拼的囝仔 特魯多 ◆ 寒雲,,台語,202753,,,1333,
打拼的愛情 特魯多 洪彬朝 妞妞,,華語,203237,,,1353,
打拼來實現理想,,客語,23362,,,5101,
托夢(民謠版),,華語,602729,,,3007,
找一個可以喝醉 ◆ 周素美,東方傳奇,國語,200854,,,1332,
找不到,楊丞琳,國語,3780,,,1106,
找嘸出路的愛,,華語,202310,,,1320,
找無伊的人,王瑞霞,台語,6608,,,1016,
承認,法璦,國語,3639,,,1103,
把你圈在心裡面,,華語,603296,,,3016,
把劍問天,,華語,603361,,,3017,
把心偷走,,華語,602611,,,3001,
把心放寬 把事看淡,,華語,603118,,,3015,
把握當下時 梭 ◆ 莊紅如,,客語,202907,,,1338,
把握相逢時,,客語,23289,,,5101,
把錢全花光 抒情搖滾 承桓,,華語,603120,,,3015,
抬頭看月亮思念有形狀,,華語,603906,,,3025,
抱抱舞,,台語,202300,,,1318,
抹不去的回憶,,華語,603344,,,3019,
抽刀斷紅塵,,華語,602772,,,3008,
抽離,,華語,603513,,,3023,
拆台,,華語,602467,,,3001,
拍手唱歌,,客語,23216,,,5101,
拒絕往來,,台語,66248,,,3020,
招惹,,華語,603113,,,3014,
招牌動作,蔡依林,國語,4091,,,1104,
拜拜,,華語,602244,,,3003,
拜託天公伯,類型 梭 ◆ 李素專 ◆ 林可昕,華語,202276,,,1317,
拜神,,客語,23422,,,5101,
拯救心田,任賢齊 梭,國語,4994,,,1123,
拯救陰雨,,華語,603431,,,3021,
拼乎恁看,沈文程 梭,台語,6828,,,1131,
拼了,柯有綸 梭,國語,4026,,,1123,
拼出一片天 倫巴 ◆ 江意銘 ◆ 鄭源,,華語,202619,,,1329,
拼出一片天,,客語,23436,,,5101,
拼落去 探戈 ◆ 林春甄,,台語,202550,,,1327,
拾光,,華語,602721,,,3007,
指尖的如果,,國語,202196,,,1314,
挑釁,信樂團 勃露斯,國語,4942,,,1123,
挺好,,華語,603250,,,3020,
挽回她還不如忘了吧,陳耀川,國語,3687,,,1018,
捆綁,,華語,602327,,,3003,
掀起了風,,華語,603487,,,3022,
掌牛哥,,客語,23188,,,5101,
掏了心掏了肺,,華語,602726,,,3007,
掙脫月老的線,,華語,603054,,,3013,
掛了吧 搖滾 LBI利比,,華語,603173,,,3016,
採茶,,華語,603563,,,3018,
探戈 陳強,,華語,203205,,,1351,
接受,梁靜茹 勃露斯,國語,3845,,,1125,
接受所有結果,,華語,603499,,,3017,
接納,,華語,603099,,,3014,
接納遺憾,,華語,602935,,,3011,
措手不及,,華語,201040,,,1345,
提煉愛情,,客語,203308,,,1355,
提筆寫相思,,華語,602984,,,3012,
揚州曲,,華語,602572,,,3004,
換掉,,華語,602415,,,3001,
換日線,張智成,國語,3677,,,1018,
換面,,華語,602505,,,3006,
握你的手,光良 勃露斯,國語,3994,,,1135,
握緊,何耀珊 勃露斯,國語,3912,,,1115,
揮霍,,華語,602305,,,3002,
搏杯問感情,,華語,202972,,,1340,
搖啊搖,,客語,23180,,,5101,
摘星夢,崔苔菁 勃露斯,國語,5950,,,1128,
摘茶愛摘嫩茶心,,客語,23413,,,5101,
摩天輪,S.H.E 勃露斯,國語,3987,,,1128,
摩登愛情,,華語,602509,,,3005,
摸心肝,類型,華語,201811,,,1326,
撒哈拉沙漠,台風 梭,國語,3958,,,1124,
撕夜,阿杜,Unknown,,,,,
播田姑娘,黃沅/素蘭 恰恰,台語,6739,,,1107,
播音員的心聲,謝佩芬,台語,6269,,,1014,
撲蝶,,華語,603397,,,3022,
擁抱,,華語,602708,,,3007,
擁抱我,光良 勃露斯,國語,5760,,,1139,
擁擠的街孤獨的走,,華語,602755,,,3008,
擱再牽著伊的手,良一 華爾滋,台語,6868,,,1119,
擱淺,周杰倫 勃露斯,國語,3028,,,1121,
攀山,,華語,603766,,,3027,
攤牌,,華語,602809,,,3008,
收斂,,華語,602398,,,3005,
收穫,,華語,602276,,,3001,
改回備註 回到最初,,華語,603602,,,3023,
改變,黃舒駿,國語,1995,,,1106,
放 120個心,辛欣 勃露斯,國語,3742,,,1114,
放下,,台語,201793,,,1324,
放不開手放不開你,,華語,602557,,,3006,
放乎去,,台語,202349,,,1320,
放乎袂記,,台語,66247,,,3024,
放乎輕鬆,林俊彥,台語,6559,,,1015,
放你的心走開,蘇慧倫,國語,3638,,,1104,
放手一搏,,台語,202524,,,1325,
放手讓你飛,,華語,603320,,,3018,
放晴 Hip-Hop ★ 夏婉安,,華語,603114,,,3014,
放眼滿天下,,客語,23291,,,5101,
放空,,華語,602211,,,3003,
放膽愛吧,,台語,201019,,,1341,
放過你也放過我,,華語,602790,,,3008,
放開你的心,王力宏 梭,國語,4033,,,1125,
放開就飛,謝雷.林思辰,台語,6289,,,1014,
放開的是我,王中平.徐芷頎 勃露斯,台語,6836,,,1119,
放風飛 華爾滋 ◆ 林俊吉,,台語,202627,,,1330,
放飛美麗,劉亦菲 梭,國語,4032,,,1127,
故事,,華語,603282,,,3021,
故事痕跡,,華語,602858,,,3009,
故事終章,,華語,603470,,,3022,
故事裡的人,,華語,602360,,,3005,
故人,,台語,202786,,,1334,
故人尋,,華語,603384,,,3021,
故鄉,,客語,23125,,,1356; 5101; 1356; 5101; 5101,
故鄉下雪了,,華語,603926,,,3027,
故鄉之歌,,客語,202901,,,1337,
故鄉啊故鄉,,華語,603950,,,3027,
故鄉的你,洪榮宏 勃露斯,台語,6829,,,1130,
故鄉的回憶,,華語,603536,,,3020,
故鄉的愛,張秀卿 勃露斯,台語,6709,,,0004,
故鄉的愛人,葉啟田 吉力巴,台語,6735,,,1113,
故鄉的愛人 華爾滋 ◆ 張漢朝,,華語,202639,,,1330,
故鄉的戀歌 吉力巴 蘇祥德.錢錢,,台語,203219,,,1350,
故鄉的歌,江蕙 華爾滋,台語,6859,,,1113,
故里是你,,台語,603242,,,3018,
救い,,華語,203224,,,1351,
救世主 國 ● 愛琴海 國 李玟 迪斯可,,Unknown,50083,,,1133,
救贖,,台語,203041,,,1344,
敗陣,,華語,603884,,,3024,
敘世,,華語,602412,,,3005,
敢講,,台語,202772,,,1334,
散了吧,林志炫 梭,國語,3621,,,1112,
散了就好,,華語,200722,,,1324,
散霧,,華語,603560,,,3018,
敬你,,華語,602581,,,3007,
敲敲我的頭,彭佳慧 洛克,國語,3605,,,1110,
整晚的音樂,庾澄慶 梭,國語,4945,,,1127,
斜風斜雨落斜河 胡泉雄/黃玉春 ○,,客語,23388,,,5101,
新住民新娘(大陸妹),,華語,202966,,,1340,
新年好 特魯多 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2024/10,客語,202716,,,1335,
新年好運來（舞曲版）,,台語,203249,,,1353,
新淚的小花,成鳳 勃露斯,台語,6931,,,1134,
新年,,客語,23132,,,5101,
斷了思念,信樂團 勃露斯,國語,4847,,,1124,
斷情,,客語,23130,,,5101,
斷情傷口,,客語,23239,,,5101,
斷線的吉他,楊文 特魯多,台語,6617,,,1109,
斷線紙鷂,,客語,23321,,,5101,
斷翅蝴蝶飛,范逸臣 梭,國語,5946,,,1128,
旅行,,華語,602872,,,3010,
旅行就去加利福 劉小樂 尼亞 Bossa Nova ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD/IMSBP系列/N系列/N2系列/W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2023/12,華語,200725,,,1325,
旗后臨水宮宮歌,,華語,202534,,,1325,
旗聖媽出巡 搖滾 吳蕙君,,華語,203278,,,1354,
既然你要走,潘美辰 勃露斯,國語,3864,,,1112,
日思夜夢,良一/一綾 梭,台語,6846,,,1134,
日落戀星河,,華語,602884,,,3010,
日落的告白 House 李飄飄 ★,,華語,603007,,,3012,
日頭伯公,,客語,23207,,,5101,
日頭落山出月光,,客語,23404,,,5101,
早安寶貝,,華語,603248,,,3019,
早已不順路,,華語,603913,,,3027,
早已遠走,,台語,202352,,,1319,
早日相逢,高向鵬/方怡萍 梭,台語,6890,,,1130,
早晚,,華語,602382,,,3004,
明年今日,是他,華語,603179,,,3020,
明明知影,王中平 勃露斯,台語,6837,,,1122,
星光,,華語,200882,,,1349,
星星月亮島,,華語,602272,,,3003,
星晴 國 ●,,Unknown,50026,,,1133,
星空下,周傳雄 勃露斯,國語,4076,,,1120,
星空下，百花開,,華語,603912,,,3027,
春,,客語,23114,,,5101,
春到人間百花香,,客語,23381,,,5101,
春和景明,,華語,603690,,,3024,
春天,,華語,603281,,,3017,
春天到咧,,客語,23220,,,5101,
春庭雪,,華語,602213,,,3002,
春晝挽月歌,,華語,603932,,,3027,
春泥,庾澄慶,國語,3545,,,1017,
春花秋月,,台語,201222,,,1314,
春雨驚春清穀天,,客語,23382,,,5101,
春風伴花蕊 特魯多 方瑞娥,,台語,203142,,,1348,
春風和煦春風寒,,華語,603215,,,3018,
是不是把你想得太多,高明駿 勃露斯,國語,3656,,,1109,
是你,,華語,603106,,,3014,
是你不再愛,,華語,602474,,,3001,
是你不知女人心 別再用謊言溫暖我 中板靈魂樂 樂妍 王強 的手,,台語,203227,,,1352,
是你嗎,,華語,602883,,,3012,
是你在說抱歉嗎,于台煙 勃露斯,國語,5895,,,1110,
是否,,華語,603447,,,3022,
是因為,林俊彥,台語,6517,,,1102,
是夢亦是真,方怡萍 倫巴,台語,6562,,,1108,
是心碎也是酒醉,七郎,台語,6151,,,1016,
是我不好,,華語,602475,,,3001,
是我的錯,,華語,602547,,,3004,
是緣也是錯,上明,台語,6480,,,1015,
是誰偷了誰的心,,台語,200886,,,1348,
是風是月是你,,華語,603639,,,3025,
時光戀人,,客語,200761,,,1328,
時光洪流,,國語,603383,,,3018,
時光與夢 抒情搖滾 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,華語,603257,,,3020,
時空物語,,華語,603512,,,3020,
時間仍然繼續在走,萬芳 勃露斯,國語,3993,,,1117,
時間的手鍊,王中平 倫巴,台語,6839,,,1122,
晃點,豬段桃 梭,國語,3664,,,1109,
晚了嗎，我們,,華語,602811,,,3008,
晚婚,江蕙 勃露斯,國語,3905,,,1109,
晚安,,華語,603188,,,3015,
晚睡,,華語,603043,,,3013,
晚頓,,台語,201822,,,1342,
晚風的顏色(說唱版),,華語,602691,,,3007,
晨露,,台語,202726,,,1333,
普通情歌,,台語,202788,,,1334,
智者不入愛河 Hip-Hop coco這個李文 ★,,華語,603112,,,3014,
智者不入愛河(DJ沈念版),,華語,603364,,,3018,
暗哺夜愛飲醉,,客語,23342,,,5101,
暗戀,,華語,603495,,,3016,
暗戀快樂,,華語,603107,,,3014,
暗會,,台語,203259,,,1355,
暗歡喜,,客語,23149,,,5101,
暗爽在心內,七郎,台語,6478,,,1015,
暗示分離,,華語,602223,,,5311,
暢到袂記得老 搖滾 ◆ 龍哥,,台語,202992,,,1341,
暫停鍵,,華語,603100,,,3014,
曇花之戀,,台語,202951,,,1338,
曖昧,侯湘婷 勃露斯,國語,3985,,,1129,
曲終人亦散,,華語,602181,,,3001,
曲終人未散,,華語,603352,,,3022,
曾,,華語,603298,,,3021,
曾幾過往,,華語,603498,,,3016,
曾愛過的誰,,華語,602850,,,3009,
替我南下,,華語,603878,,,3024,
最佳,,華語,603245,,,3019,
最佳默契,,華語,603360,,,3021,
最初的夢想,范瑋琪 勃露斯,國語,3947,,,1127,
最可愛女孩 梭 ★ 糯米 Nomi,,華語,602920,,,3011,
最寒心的不是雪和冰 Hip-Hop 王佳音,,華語,603671,,,3023,
最幸福的遇見,,國語,202727,,,1332,
最後一個擁抱,,華語,603236,,,3019,
最後的人,,華語,602413,,,3005,
最後的約定,吳漢書 勃露斯,台語,6783,,,1116,
最想念的愛,,台語,202974,,,1340,
最愛你,,台語,201805,,,1326,
最懂得愛你,曾寶儀 梭,國語,3885,,,1114,
最晚的風,,華語,603095,,,3014,
最最好的朋友,,華語,603138,,,3015,
最炫民族風,,華語,200983,,,1329,
最爛的理由,梁靜茹 勃露斯,國語,5924,,,1133,
最疼我的你,,華語,603672,,,3023,
最痛不是分開那一刻,,華語,603071,,,3014,
最終劇情,起,華語,602960,,,3011,
最終幻想,古巨基 迪斯可,國語,3923,,,1117,
最美的情歌,,台語,200841,,,1352,
最美的瞬間,,華語,603553,,,3020,
最近刪除,,華語,602254,,,3003,
最近情緒有點亂,,華語,602530,,,3006,
會嗎,,華語,602230,,,3002,
會有人懂我的認真,,華語,603843,,,3027,
會記你在心中 中板靈魂樂 ◆ 米克斯樂團,,台語,203006,,,1341,
月下戀情,,客語,23241,,,5101,
月亮對我說她累了,,華語,603066,,,3014,
月亮航班,,華語,603504,,,3019,
月光不答（DJAh版）,,華語,602451,,,3005,
月光圓,,台語,203185,,,1348,
月光思親曲,,客語,23268,,,5101,
月光笑,,客語,202711,,,1334,
月兒高,,華語,602760,,,3008,
月圓人團圓,上明,台語,6445,,,1101,
月圓彼一暝,,客語,202815,,,1336,
月圓相思,,台語,202851,,,1336,
月夜情歌,,客語,23208,,,5101,
月夜暝,陳盈潔 勃露斯,台語,6814,,,1131,
月娘呦,,台語,202492,,,1325,
月娘我問你,阿吉仔,台語,6595,,,1016,
月娘替阮牽紅線,,華語,202967,,,1340,
月滿誓言,,台語,203295,,,1355,
月球引動潮汐,,華語,602914,,,3010,
月老偏心 梭 祥嘞嘞,,華語,603832,,,3025,
月老掉線,,華語,602437,,,3005,
月色照深更,上明,台語,6443,,,1102,
月落烏啼 抒情搖滾 承桓 ★,,華語,602993,,,3012,
月黑風高夜,,華語,602673,,,3007,
有一顆星星叫故鄉,,華語,603542,,,3020,
有份愛情放不下,,華語,201237,,,1354,
有你 有我,,華語,200696,,,1319,
有你尚好,,台語,201800,,,1340,
有你的夜 親愛的你可知我有 梭 周林楓 程響 多麼思念你,,華語,603261,,,3017,
有個人一直在等你,,華語,602456,,,3001,
有夠辣,王智君,台語,6666,,,0002,
有夢你會紅,吳宗憲 梭,台語,6976,,,1134,
有夢的人,任賢齊 勃露斯,國語,4068,,,1114,
有好山歌冇好聲,,客語,23405,,,5101,
有孝兒,江銘,台語,6665,,,0002,
有悲傷也有淚水,法璦,國語,3652,,,1106,
有情人,,台語,202842,,,1336,
有情有義的好兄弟 梭 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2024/02,華語,202571,,,1327,
有情郎,黎明 勃露斯,國語,4952,,,1126,
有愛若無愛,王瑞霞,台語,6605,,,1016,
有擔當的好男兒 華爾滋 邱四湖.張愛蔆 ◆,,華語,202993,,,1340,
有淚盡情流,林憶蓮 勃露斯,國語,3978,,,1128,
有生之戀,,華語,602378,,,3001,
有緣做兄弟,,華語,203197,,,1351,
有緣無份,江蕙 勃露斯,台語,7604,,,1137,
有緣無份的人,曾心梅 勃露斯,台語,6896,,,1130,
有錢正行有路,,客語,23348,,,5101,
有錢為好漢,,客語,23325,,,5101,
有閒來撩,,客語,202604,,,1328,
有閒時節唱山歌,,客語,23376,,,5101,
有風,,華語,602332,,,3002,
有骨氣的人,江蕙 特魯多,台語,7388,,,1137,
有骨氣年輕人,,客語,23417,,,5101,
朋友.同學.唱吧.跳吧 梭 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,客語,203260,,,1356,
朋友情,林清國 梭,台語,6827,,,1122,
朋友情,陳一郎,台語,6704,,,1101,
朋友若兄弟,,客語,203095,,,1346,
朋友！天無絕人之路,七郎,台語,6142,,,1016,
服輸,,華語,603729,,,3024,
望君在閣樓 抒情搖滾 ★ 黎林添嬌,,華語,602936,,,3011,
望哥來,,客語,23146,,,5101,
望子成龍父母心 ○ 胡泉雄,,客語,23389,,,5101,
望情花,,台語,203019,,,1341,
望春風 Funk 王怡文,,台語,203017,,,1349,
望月圓,,台語,202777,,,1335,
朝暮裡,像太陽一樣陪著你,華語,603377,,,3022,
期待下雪還是期待你,,華語,603628,,,3025,
期待再相逢,,客語,23331,,,5101,
期待夢中相見,,台語,63484,,,3020,
期待春天,陳思安,台語,6164,,,1101,
期待有緣,蔡小虎/張秀卿 勃露斯,台語,6649,,,1108,
期待雪的理由,,華語,603529,,,3019,
木頭的心,,華語,602674,,,3007,
未來很美,古巨基 勃露斯,國語,4963,,,1127,
未出現傳聞,,華語,602454,,,3001,
未知的精采,孫燕姿,國語,3758,,,1105,
本來想分人知,,客語,23439,,,5101,
李白的酒蘇軾的柳,,華語,603072,,,3014,
東京戀歌,,台語,203217,,,1350,
東京鐵塔的幸福,江美琪 勃露斯,國語,3826,,,1111,
東山再起,,華語,203029,,,1343,
東嶽大帝 黃飛虎,,客語,203173,,,1349,
東西,,華語,200758,,,1327,
枕邊聽的雨,,華語,602683,,,3007,
枕頭香,,台語,202976,,,1343,
林黛玉玩ＤＪ,,華語,602971,,,3012,
枯木也會逢春開花,,華語,603126,,,3015,
枯木怎麼開花,,華語,603876,,,3024,
某天某月,,華語,602500,,,3003,
某年某月某日,,華語,603019,,,3013,
柔腸寸斷,,客語,23250,,,5101,
柚見猛侖 House 王雲鵬,,華語,603566,,,3020,
查某子,,台語,202970,,,1340,
桂花香,,台語,203051,,,1345,
桃園車站的戀情 華爾滋 ◆ 許吉本,,華語,202566,,,1327,
桃園鎮撫宮 梭 周小玲,,台語,203220,,,1350,
桐花戀,過我,客語,202903,,,1338,
桐花開,,客語,202673,,,1331,
梧桐樹,,華語,603220,,,3018,
梳妝,,台語,203156,,,1349,
棄佛入魔,,華語,602238,,,3002,
棋子,王菲 華爾滋,國語,3847,,,1123,
楓,周杰倫 勃露斯,國語,3038,,,1118,
業餘音樂家,,台語,202790,,,1335,
極光戀著銀河,,華語,603528,,,3021,
槍口,,華語,602322,,,3002,
樂園,庾澄慶 梭,國語,4944,,,1126,
樂暢的人生,,華語,202305,,,1319,
樂觀的歌手,,台語,66252,,,3023,
樂透狂想曲,鄭進一.許效舜 Hip-Hop,台語,6227,,,1014,
樹上開花 Hip-Hop 杉和.大布,,華語,603640,,,3023,
橋邊姑娘,,華語,602199,,,3001,
橋頂的約定,,華語,202650,,,1331,
櫻桃妹妹 Techno 郭澤洋,,台語,202663,,,1331,
櫻花樹下的約定 梭 ★ 寂悸,,華語,602489,,,3006,
櫻花草,Sweety 勃露斯,國語,5947,,,1129,
欠你一聲對不起,,台語,203128,,,1347,
欠你的歌 見你,,華語,603205,,,3017,
欲問菩提,,華語,603398,,,3022,
歌名曲,,客語,23150,,,5101,
歌聲冠天下 梭 蕭清文,,客語,203124,,,1346,
歌謠班心聲,,客語,23359,,,5101,
歐若拉,張韶涵 勃露斯,國語,4094,,,1109,
歡喜來乾杯 中板靈魂樂 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,華語,203210,,,1351,
歡喜做好代 梭 張峯子,,台語,203176,,,1350,
歡喜四界行 吉力巴 謝弘易 沈丹丹 ◆ ◆,,華語,202945,,,1338,
歡喜媽祖來相會 House 王定明 甜心大美,,客語,203280,,,1355,
止寂,,華語,603448,,,3022,
正面衝突,李亞明 梭,國語,4954,,,1126,
此刻時分,,台語,202531,,,1326,
此刻真的好想你,,華語,602522,,,3006,
此夜定有鬼,,華語,603597,,,3024,
此情可問天,吳秀珠 華爾滋,國語,3860,,,1129,
此情永不移,,客語,23286,,,5101,
此生過半(DJ阿卓版),,華語,602205,,,3002,
歲月,,客語,23137,,,5101,
歲月悠悠,,華語,603574,,,3019,
歲歲念,,華語,603478,,,3022,
歸,,華語,603474,,,3022,
歸屬感,梁詠琪 勃露斯,國語,5759,,,1124,
歹命囝仔,阿吉仔,台語,6700,,,1102,
死心眼,彭佳慧,國語,3736,,,1106,
殘留的溫柔,,華語,603255,,,3019,
毋係無愛你,,客語,23438,,,5101,
毋知幾時,,客語,23209,,,5101,
